Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Event Management,Chrome 74.0.3729.131,,2019-05-10 12:45:43,2019-05-10 12:52:13,6m - 29.166s,PASSED
,,,,,,
Test Cases/Login to unicrm,Chrome 74.0.3729.131,,2019-05-10 12:45:53,2019-05-10 12:47:34,1m - 40.920s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,Open browser,2019-05-10 12:46:16,2019-05-10 12:47:01,44.697s,PASSED
"navigateToUrl(""https://unicrm--engageuat.my.salesforce.com/"")",Chrome 74.0.3729.131,,2019-05-10 12:47:01,2019-05-10 12:47:08,7.168s,PASSED
"setText(findTestObject(""Page_Login  Salesforce/input_Username_username""), ""eventsadmin@monash.edu.engageuat"")",Chrome 74.0.3729.131,,2019-05-10 12:47:08,2019-05-10 12:47:10,2.126s,PASSED
"setEncryptedText(findTestObject(""Page_Login  Salesforce/input_Password_pw""), ""VWz9qj7gPNou+AqqE2IZfg=="")",Chrome 74.0.3729.131,,2019-05-10 12:47:10,2019-05-10 12:47:11,1.081s,PASSED
"click(findTestObject(""Page_Login  Salesforce/input_Password_Login""))",Chrome 74.0.3729.131,,2019-05-10 12:47:11,2019-05-10 12:47:16,4.235s,PASSED
waitForPageLoad(6),Chrome 74.0.3729.131,,2019-05-10 12:47:16,2019-05-10 12:47:25,8.993s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,2019-05-10 12:47:25,2019-05-10 12:47:26,1.664s,PASSED
"waitForElementClickable(findTestObject(""Page_Home  Salesforce/span_Campaigns""), 0)",Chrome 74.0.3729.131,,2019-05-10 12:47:26,2019-05-10 12:47:28,1.858s,PASSED
delay(3),Chrome 74.0.3729.131,,2019-05-10 12:47:28,2019-05-10 12:47:33,5.128s,PASSED
"comment(""Use has been successfully logged into unicrm"")",Chrome 74.0.3729.131,,2019-05-10 12:47:33,2019-05-10 12:47:34,0.250s,PASSED
,,,,,,
Test Cases/Create event,Chrome 74.0.3729.131,,2019-05-10 12:47:34,2019-05-10 12:48:09,35.060s,PASSED
"navigateToUrl(""https://unicrm--engageuat.lightning.force.com/lightning/o/Campaign/list?filterName=Recent"", STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-10 12:47:53,2019-05-10 12:47:55,1.891s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/div_New (1)""))",Chrome 74.0.3729.131,,2019-05-10 12:47:55,2019-05-10 12:47:58,3.251s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 74.0.3729.131,,2019-05-10 12:47:58,2019-05-10 12:48:00,1.892s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 74.0.3729.131,,2019-05-10 12:48:00,2019-05-10 12:48:00,0.475s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Next (1)""))",Chrome 74.0.3729.131,,2019-05-10 12:48:00,2019-05-10 12:48:01,0.282s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__71009a (1)""), ""Automated Test Campaign"")",Chrome 74.0.3729.131,,2019-05-10 12:48:01,2019-05-10 12:48:02,1.745s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_Status""))",Chrome 74.0.3729.131,,2019-05-10 12:48:02,2019-05-10 12:48:03,0.164s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Planned""))",Chrome 74.0.3729.131,,2019-05-10 12:48:03,2019-05-10 12:48:03,0.185s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_group""))",Chrome 74.0.3729.131,,2019-05-10 12:48:03,2019-05-10 12:48:03,0.193s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/a_Alumni""))",Chrome 74.0.3729.131,,2019-05-10 12:48:03,2019-05-10 12:48:03,0.179s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/label_Event Location real (1)""), ""21 welington rd"")",Chrome 74.0.3729.131,,2019-05-10 12:48:03,2019-05-10 12:48:03,0.287s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Start_date""), ""27/06/2019"")",Chrome 74.0.3729.131,,2019-05-10 12:48:03,2019-05-10 12:48:04,0.316s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Start time (1)""), """")",Chrome 74.0.3729.131,,2019-05-10 12:48:04,2019-05-10 12:48:04,0.187s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/End_Date (1)""), ""30/06/2019"")",Chrome 74.0.3729.131,,2019-05-10 12:48:04,2019-05-10 12:48:04,0.342s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_end_time (1)""), """")",Chrome 74.0.3729.131,,2019-05-10 12:48:04,2019-05-10 12:48:05,0.367s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/event_street (1)""), ""street"")",Chrome 74.0.3729.131,,2019-05-10 12:48:05,2019-05-10 12:48:05,0.381s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/event_city (1)""), ""city"")",Chrome 74.0.3729.131,,2019-05-10 12:48:05,2019-05-10 12:48:05,0.261s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/event_state (1)""), ""state"")",Chrome 74.0.3729.131,,2019-05-10 12:48:05,2019-05-10 12:48:06,0.227s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__4091117a""), ""3000"")",Chrome 74.0.3729.131,,2019-05-10 12:48:06,2019-05-10 12:48:06,0.251s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__4431117a""), ""Australia"")",Chrome 74.0.3729.131,,2019-05-10 12:48:06,2019-05-10 12:48:06,0.260s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/a_Corporate""))",Chrome 74.0.3729.131,,2019-05-10 12:48:06,2019-05-10 12:48:06,0.202s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/a_Social""))",Chrome 74.0.3729.131,,2019-05-10 12:48:06,2019-05-10 12:48:07,0.350s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/button_Save""))",Chrome 74.0.3729.131,,2019-05-10 12:48:07,2019-05-10 12:48:07,0.232s,PASSED
delay(2),Chrome 74.0.3729.131,,2019-05-10 12:48:07,2019-05-10 12:48:09,2.044s,PASSED
"comment(""Even has been created in unicrm"")",Chrome 74.0.3729.131,,2019-05-10 12:48:09,2019-05-10 12:48:09,0.029s,PASSED
,,,,,,
Test Cases/Create Guest list,Chrome 74.0.3729.131,,2019-05-10 12:48:09,2019-05-10 12:48:42,32.985s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/a_New (1)""))",Chrome 74.0.3729.131,,2019-05-10 12:48:28,2019-05-10 12:48:29,0.395s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/span_ERDA Guest List (1)""))",Chrome 74.0.3729.131,,2019-05-10 12:48:29,2019-05-10 12:48:30,0.753s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/span_Next (1)""))",Chrome 74.0.3729.131,,2019-05-10 12:48:30,2019-05-10 12:48:30,0.352s,PASSED
"setText(findTestObject(""Page_Automated Test Campaign  Salesforce/input__1362495a (1)""), ""Automated Guest List"")",Chrome 74.0.3729.131,,2019-05-10 12:48:30,2019-05-10 12:48:32,1.717s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/button_Save (1)""))",Chrome 74.0.3729.131,,2019-05-10 12:48:32,2019-05-10 12:48:32,0.322s,PASSED
delay(10),Chrome 74.0.3729.131,,2019-05-10 12:48:32,2019-05-10 12:48:42,10.045s,PASSED
"comment(""Guest List has been created in unicrm"")",Chrome 74.0.3729.131,,2019-05-10 12:48:42,2019-05-10 12:48:42,0.035s,PASSED
,,,,,,
