Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Event Management,Chrome 73.0.3683.103,,2019-05-07 11:01:19,2019-05-07 11:05:54,4m - 35.044s,PASSED
,,,,,,
Test Cases/Login to unicrm,Chrome 73.0.3683.103,,2019-05-07 11:01:24,2019-05-07 11:02:28,1m - 4.209s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,Open browser,2019-05-07 11:01:38,2019-05-07 11:02:09,31.336s,PASSED
"navigateToUrl(""https://unicrm--engageuat.my.salesforce.com/"")",Chrome 73.0.3683.103,,2019-05-07 11:02:09,2019-05-07 11:02:14,4.659s,PASSED
"setText(findTestObject(""Page_Login  Salesforce/input_Username_username""), ""eventsadmin@monash.edu.engageuat"")",Chrome 73.0.3683.103,,2019-05-07 11:02:14,2019-05-07 11:02:15,1.332s,PASSED
"setEncryptedText(findTestObject(""Page_Login  Salesforce/input_Password_pw""), ""VWz9qj7gPNou+AqqE2IZfg=="")",Chrome 73.0.3683.103,,2019-05-07 11:02:15,2019-05-07 11:02:15,0.414s,PASSED
"click(findTestObject(""Page_Login  Salesforce/input_Password_Login""))",Chrome 73.0.3683.103,,2019-05-07 11:02:15,2019-05-07 11:02:19,3.926s,PASSED
waitForPageLoad(6),Chrome 73.0.3683.103,,2019-05-07 11:02:19,2019-05-07 11:02:26,6.753s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-05-07 11:02:26,2019-05-07 11:02:27,1.438s,PASSED
"waitForElementClickable(findTestObject(""Page_Home  Salesforce/span_Campaigns""), 0)",Chrome 73.0.3683.103,,2019-05-07 11:02:28,2019-05-07 11:02:28,0.548s,PASSED
,,,,,,
Test Cases/Create event,Chrome 73.0.3683.103,,2019-05-07 11:02:28,2019-05-07 11:02:55,26.470s,PASSED
"navigateToUrl(""https://unicrm--engageuat.lightning.force.com/lightning/o/Campaign/list?filterName=Recent"", STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-05-07 11:02:41,2019-05-07 11:02:43,2.188s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/div_New (1)""))",Chrome 73.0.3683.103,,2019-05-07 11:02:43,2019-05-07 11:02:45,1.728s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 73.0.3683.103,,2019-05-07 11:02:45,2019-05-07 11:02:47,1.860s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 73.0.3683.103,,2019-05-07 11:02:47,2019-05-07 11:02:47,0.220s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Next (1)""))",Chrome 73.0.3683.103,,2019-05-07 11:02:47,2019-05-07 11:02:47,0.262s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__71009a (1)""), ""Automated Test Campaign"")",Chrome 73.0.3683.103,,2019-05-07 11:02:47,2019-05-07 11:02:49,1.547s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_Status""))",Chrome 73.0.3683.103,,2019-05-07 11:02:49,2019-05-07 11:02:49,0.162s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Planned""))",Chrome 73.0.3683.103,,2019-05-07 11:02:49,2019-05-07 11:02:49,0.164s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_group""))",Chrome 73.0.3683.103,,2019-05-07 11:02:49,2019-05-07 11:02:49,0.167s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/a_Alumni""))",Chrome 73.0.3683.103,,2019-05-07 11:02:49,2019-05-07 11:02:49,0.169s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/label_Event Location real (1)""), ""21 welington rd"")",Chrome 73.0.3683.103,,2019-05-07 11:02:49,2019-05-07 11:02:49,0.246s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Start_date""), ""27/06/2019"")",Chrome 73.0.3683.103,,2019-05-07 11:02:49,2019-05-07 11:02:50,0.204s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Start time (1)""), """")",Chrome 73.0.3683.103,,2019-05-07 11:02:50,2019-05-07 11:02:50,0.132s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/End_Date (1)""), ""30/06/2019"")",Chrome 73.0.3683.103,,2019-05-07 11:02:50,2019-05-07 11:02:50,0.213s,PASSED
