Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Event Management,Chrome 74.0.3729.131,,2019-05-10 09:49:24,2019-05-10 09:55:19,5m - 55.512s,PASSED
,,,,,,
Test Cases/Login to unicrm,Chrome 74.0.3729.131,,2019-05-10 09:49:30,2019-05-10 09:50:58,1m - 27.843s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,Open browser,2019-05-10 09:49:51,2019-05-10 09:50:31,39.369s,PASSED
"navigateToUrl(""https://unicrm--engageuat.my.salesforce.com/"")",Chrome 74.0.3729.131,,2019-05-10 09:50:31,2019-05-10 09:50:36,5.091s,PASSED
"setText(findTestObject(""Page_Login  Salesforce/input_Username_username""), ""eventsadmin@monash.edu.engageuat"")",Chrome 74.0.3729.131,,2019-05-10 09:50:36,2019-05-10 09:50:37,1.318s,PASSED
"setEncryptedText(findTestObject(""Page_Login  Salesforce/input_Password_pw""), ""VWz9qj7gPNou+AqqE2IZfg=="")",Chrome 74.0.3729.131,,2019-05-10 09:50:37,2019-05-10 09:50:39,1.654s,PASSED
"click(findTestObject(""Page_Login  Salesforce/input_Password_Login""))",Chrome 74.0.3729.131,,2019-05-10 09:50:39,2019-05-10 09:50:43,4.358s,PASSED
waitForPageLoad(6),Chrome 74.0.3729.131,,2019-05-10 09:50:43,2019-05-10 09:50:51,7.467s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,2019-05-10 09:50:51,2019-05-10 09:50:52,1.840s,PASSED
"waitForElementClickable(findTestObject(""Page_Home  Salesforce/span_Campaigns""), 0)",Chrome 74.0.3729.131,,2019-05-10 09:50:52,2019-05-10 09:50:54,1.098s,PASSED
delay(3),Chrome 74.0.3729.131,,2019-05-10 09:50:54,2019-05-10 09:50:58,4.551s,PASSED
"comment(""Use has been successfully logged into unicrm"")",Chrome 74.0.3729.131,,2019-05-10 09:50:58,2019-05-10 09:50:58,0.167s,PASSED
,,,,,,
Test Cases/Create event,Chrome 74.0.3729.131,,2019-05-10 09:50:58,2019-05-10 09:51:31,32.244s,PASSED
"navigateToUrl(""https://unicrm--engageuat.lightning.force.com/lightning/o/Campaign/list?filterName=Recent"", STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-10 09:51:16,2019-05-10 09:51:17,0.931s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/div_New (1)""))",Chrome 74.0.3729.131,,2019-05-10 09:51:17,2019-05-10 09:51:19,2.419s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 74.0.3729.131,,2019-05-10 09:51:19,2019-05-10 09:51:22,2.630s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 74.0.3729.131,,2019-05-10 09:51:22,2019-05-10 09:51:22,0.165s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Next (1)""))",Chrome 74.0.3729.131,,2019-05-10 09:51:22,2019-05-10 09:51:22,0.383s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__71009a (1)""), ""Automated Test Campaign"")",Chrome 74.0.3729.131,,2019-05-10 09:51:22,2019-05-10 09:51:24,1.659s,PASSED
