Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Event Management,Chrome 73.0.3683.103,,2019-05-07 10:39:35,2019-05-07 10:45:29,5m - 53.756s,FAILED
,,,,,,
Test Cases/Login to unicrm,Chrome 73.0.3683.103,,2019-05-07 10:39:43,2019-05-07 10:41:06,1m - 23.640s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,Open browser,2019-05-07 10:40:04,2019-05-07 10:40:39,34.742s,PASSED
"navigateToUrl(""https://unicrm--engageuat.my.salesforce.com/"")",Chrome 73.0.3683.103,,2019-05-07 10:40:39,2019-05-07 10:40:45,6.226s,PASSED
"setText(findTestObject(""Page_Login  Salesforce/input_Username_username""), ""eventsadmin@monash.edu.engageuat"")",Chrome 73.0.3683.103,,2019-05-07 10:40:45,2019-05-07 10:40:46,0.945s,PASSED
"setEncryptedText(findTestObject(""Page_Login  Salesforce/input_Password_pw""), ""VWz9qj7gPNou+AqqE2IZfg=="")",Chrome 73.0.3683.103,,2019-05-07 10:40:46,2019-05-07 10:40:46,0.399s,PASSED
"click(findTestObject(""Page_Login  Salesforce/input_Password_Login""))",Chrome 73.0.3683.103,,2019-05-07 10:40:46,2019-05-07 10:40:51,4.852s,PASSED
waitForPageLoad(6),Chrome 73.0.3683.103,,2019-05-07 10:40:51,2019-05-07 10:41:04,12.838s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-05-07 10:41:04,2019-05-07 10:41:06,1.420s,PASSED
"waitForElementClickable(findTestObject(""Page_Home  Salesforce/span_Campaigns""), 0)",Chrome 73.0.3683.103,,2019-05-07 10:41:06,2019-05-07 10:41:06,0.644s,PASSED
,,,,,,
Test Cases/Create event,Chrome 73.0.3683.103,,2019-05-07 10:41:06,2019-05-07 10:41:37,31.036s,PASSED
"navigateToUrl(""https://unicrm--engageuat.lightning.force.com/lightning/o/Campaign/list?filterName=Recent"", STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-05-07 10:41:20,2019-05-07 10:41:22,1.302s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/div_New (1)""))",Chrome 73.0.3683.103,,2019-05-07 10:41:22,2019-05-07 10:41:25,3.263s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 73.0.3683.103,,2019-05-07 10:41:25,2019-05-07 10:41:28,2.561s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 73.0.3683.103,,2019-05-07 10:41:28,2019-05-07 10:41:28,0.137s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Next (1)""))",Chrome 73.0.3683.103,,2019-05-07 10:41:28,2019-05-07 10:41:28,0.161s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__71009a (1)""), ""Automated Test Campaign"")",Chrome 73.0.3683.103,,2019-05-07 10:41:28,2019-05-07 10:41:30,1.723s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_Status""))",Chrome 73.0.3683.103,,2019-05-07 10:41:30,2019-05-07 10:41:30,0.215s,PASSED
