Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Event Management,Chrome 73.0.3683.103,,2019-05-06 15:46:43,2019-05-06 15:51:31,4m - 47.972s,PASSED
,,,,,,
Test Cases/Login to unicrm,Chrome 73.0.3683.103,,2019-05-06 15:46:48,2019-05-06 15:48:02,1m - 13.853s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,Open browser,2019-05-06 15:47:04,2019-05-06 15:47:41,36.588s,PASSED
"navigateToUrl(""https://unicrm--engageuat.my.salesforce.com/"")",Chrome 73.0.3683.103,,2019-05-06 15:47:41,2019-05-06 15:47:47,6.024s,PASSED
"setText(findTestObject(""Page_Login  Salesforce/input_Username_username""), ""eventsadmin@monash.edu.engageuat"")",Chrome 73.0.3683.103,,2019-05-06 15:47:47,2019-05-06 15:47:48,1.596s,PASSED
"setEncryptedText(findTestObject(""Page_Login  Salesforce/input_Password_pw""), ""VWz9qj7gPNou+AqqE2IZfg=="")",Chrome 73.0.3683.103,,2019-05-06 15:47:48,2019-05-06 15:47:49,0.589s,PASSED
"click(findTestObject(""Page_Login  Salesforce/input_Password_Login""))",Chrome 73.0.3683.103,,2019-05-06 15:47:49,2019-05-06 15:47:53,4.562s,PASSED
waitForPageLoad(6),Chrome 73.0.3683.103,,2019-05-06 15:47:53,2019-05-06 15:48:00,7.069s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-05-06 15:48:00,2019-05-06 15:48:02,1.279s,PASSED
"waitForElementClickable(findTestObject(""Page_Home  Salesforce/span_Campaigns""), 0)",Chrome 73.0.3683.103,,2019-05-06 15:48:02,2019-05-06 15:48:02,0.550s,PASSED
,,,,,,
Test Cases/Create event,Chrome 73.0.3683.103,,2019-05-06 15:48:02,2019-05-06 15:48:28,25.628s,PASSED
"navigateToUrl(""https://unicrm--engageuat.lightning.force.com/lightning/o/Campaign/list?filterName=Recent"", STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-05-06 15:48:14,2019-05-06 15:48:15,1.000s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/div_New (1)""))",Chrome 73.0.3683.103,,2019-05-06 15:48:15,2019-05-06 15:48:18,2.361s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 73.0.3683.103,,2019-05-06 15:48:18,2019-05-06 15:48:20,2.290s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 73.0.3683.103,,2019-05-06 15:48:20,2019-05-06 15:48:20,0.121s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Next (1)""))",Chrome 73.0.3683.103,,2019-05-06 15:48:20,2019-05-06 15:48:20,0.132s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__71009a (1)""), ""Automated Test Campaign"")",Chrome 73.0.3683.103,,2019-05-06 15:48:20,2019-05-06 15:48:22,1.445s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_Status""))",Chrome 73.0.3683.103,,2019-05-06 15:48:22,2019-05-06 15:48:22,0.162s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Planned""))",Chrome 73.0.3683.103,,2019-05-06 15:48:22,2019-05-06 15:48:22,0.177s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_group""))",Chrome 73.0.3683.103,,2019-05-06 15:48:22,2019-05-06 15:48:22,0.162s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/a_Alumni""))",Chrome 73.0.3683.103,,2019-05-06 15:48:22,2019-05-06 15:48:22,0.212s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/label_Event Location real (1)""), ""21 welington rd"")",Chrome 73.0.3683.103,,2019-05-06 15:48:22,2019-05-06 15:48:23,0.302s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Start_date""), ""27/06/2019"")",Chrome 73.0.3683.103,,2019-05-06 15:48:23,2019-05-06 15:48:23,0.530s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Start time (1)""), """")",Chrome 73.0.3683.103,,2019-05-06 15:48:23,2019-05-06 15:48:23,0.132s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/End_Date (1)""), ""30/06/2019"")",Chrome 73.0.3683.103,,2019-05-06 15:48:23,2019-05-06 15:48:24,0.230s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_end_time (1)""), """")",Chrome 73.0.3683.103,,2019-05-06 15:48:24,2019-05-06 15:48:24,0.116s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/event_street (1)""), ""street"")",Chrome 73.0.3683.103,,2019-05-06 15:48:24,2019-05-06 15:48:24,0.192s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/event_city (1)""), ""city"")",Chrome 73.0.3683.103,,2019-05-06 15:48:24,2019-05-06 15:48:24,0.178s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/event_state (1)""), ""state"")",Chrome 73.0.3683.103,,2019-05-06 15:48:24,2019-05-06 15:48:24,0.191s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__4091117a""), ""3000"")",Chrome 73.0.3683.103,,2019-05-06 15:48:24,2019-05-06 15:48:25,0.170s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__4431117a""), ""Australia"")",Chrome 73.0.3683.103,,2019-05-06 15:48:25,2019-05-06 15:48:25,0.238s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/a_Corporate""))",Chrome 73.0.3683.103,,2019-05-06 15:48:25,2019-05-06 15:48:25,0.128s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/a_Social""))",Chrome 73.0.3683.103,,2019-05-06 15:48:25,2019-05-06 15:48:25,0.187s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/button_Save""))",Chrome 73.0.3683.103,,2019-05-06 15:48:25,2019-05-06 15:48:25,0.121s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-05-06 15:48:25,2019-05-06 15:48:28,2.713s,PASSED
,,,,,,
Test Cases/Create Guest list,Chrome 73.0.3683.103,,2019-05-06 15:48:28,2019-05-06 15:49:00,31.634s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/a_New (1)""))",Chrome 73.0.3683.103,,2019-05-06 15:48:43,2019-05-06 15:48:44,0.556s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/span_ERDA Guest List (1)""))",Chrome 73.0.3683.103,,2019-05-06 15:48:44,2019-05-06 15:48:46,1.576s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/span_Next (1)""))",Chrome 73.0.3683.103,,2019-05-06 15:48:46,2019-05-06 15:48:46,0.470s,PASSED
"setText(findTestObject(""Page_Automated Test Campaign  Salesforce/input__1362495a (1)""), ""Automated Guest List"")",Chrome 73.0.3683.103,,2019-05-06 15:48:46,2019-05-06 15:48:49,2.874s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/button_Save (1)""))",Chrome 73.0.3683.103,,2019-05-06 15:48:49,2019-05-06 15:48:50,0.607s,PASSED
delay(10),Chrome 73.0.3683.103,,2019-05-06 15:48:50,2019-05-06 15:49:00,10.059s,PASSED
,,,,,,
Test Cases/Add Guests,Chrome 73.0.3683.103,,2019-05-06 15:49:00,2019-05-06 15:49:49,49.362s,PASSED
"waitForElementVisible(findTestObject(""Page_Automated Test Campaign  Salesforce/a_Automated Guest List (1)""), 20)",Chrome 73.0.3683.103,,2019-05-06 15:49:20,2019-05-06 15:49:20,0.373s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/a_Automated Guest List (1)""))",Chrome 73.0.3683.103,,2019-05-06 15:49:20,2019-05-06 15:49:20,0.350s,PASSED
