Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Event Management,Chrome 74.0.3729.131,,2019-05-09 16:32:16,2019-05-09 16:40:30,8m - 14.415s,PASSED
,,,,,,
Test Cases/Login to unicrm,Chrome 74.0.3729.131,,2019-05-09 16:32:24,2019-05-09 16:33:57,1m - 32.547s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,Open browser,2019-05-09 16:32:39,2019-05-09 16:33:08,28.249s,PASSED
"navigateToUrl(""https://unicrm--engageuat.my.salesforce.com/"")",Chrome 74.0.3729.131,,2019-05-09 16:33:08,2019-05-09 16:33:14,6.427s,PASSED
"setText(findTestObject(""Page_Login  Salesforce/input_Username_username""), ""eventsadmin@monash.edu.engageuat"")",Chrome 74.0.3729.131,,2019-05-09 16:33:14,2019-05-09 16:33:19,5.103s,PASSED
"setEncryptedText(findTestObject(""Page_Login  Salesforce/input_Password_pw""), ""VWz9qj7gPNou+AqqE2IZfg=="")",Chrome 74.0.3729.131,,2019-05-09 16:33:19,2019-05-09 16:33:23,3.573s,PASSED
"click(findTestObject(""Page_Login  Salesforce/input_Password_Login""))",Chrome 74.0.3729.131,,2019-05-09 16:33:23,2019-05-09 16:33:37,14.429s,PASSED
waitForPageLoad(6),Chrome 74.0.3729.131,,2019-05-09 16:33:37,2019-05-09 16:33:44,6.826s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,2019-05-09 16:33:44,2019-05-09 16:33:47,2.880s,PASSED
"waitForElementClickable(findTestObject(""Page_Home  Salesforce/span_Campaigns""), 0)",Chrome 74.0.3729.131,,2019-05-09 16:33:47,2019-05-09 16:33:52,4.881s,PASSED
delay(3),Chrome 74.0.3729.131,,2019-05-09 16:33:52,2019-05-09 16:33:56,4.647s,PASSED
"comment(""Use has been successfully logged into unicrm"")",Chrome 74.0.3729.131,,2019-05-09 16:33:56,2019-05-09 16:33:57,0.183s,PASSED
,,,,,,
Test Cases/Create event,Chrome 74.0.3729.131,,2019-05-09 16:33:57,2019-05-09 16:35:32,1m - 34.672s,PASSED
"navigateToUrl(""https://unicrm--engageuat.lightning.force.com/lightning/o/Campaign/list?filterName=Recent"", STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-09 16:34:09,2019-05-09 16:34:13,3.254s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/div_New (1)""))",Chrome 74.0.3729.131,,2019-05-09 16:34:13,2019-05-09 16:34:16,3.863s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 74.0.3729.131,,2019-05-09 16:34:16,2019-05-09 16:34:20,3.791s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 74.0.3729.131,,2019-05-09 16:34:20,2019-05-09 16:34:23,2.655s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Next (1)""))",Chrome 74.0.3729.131,,2019-05-09 16:34:23,2019-05-09 16:34:25,2.266s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__71009a (1)""), ""Automated Test Campaign"")",Chrome 74.0.3729.131,,2019-05-09 16:34:25,2019-05-09 16:34:30,4.483s,PASSED
