Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Event Management,Chrome 73.0.3683.103,,2019-05-06 11:41:53,2019-05-06 11:43:58,2m - 5.064s,PASSED
,,,,,,
Test Cases/Login to uncrm,Chrome 73.0.3683.103,,2019-05-06 11:41:59,2019-05-06 11:43:12,1m - 13.340s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,Open browser,2019-05-06 11:42:18,2019-05-06 11:42:53,35.048s,PASSED
"navigateToUrl(""https://unicrm--engageuat.my.salesforce.com/"")",Chrome 73.0.3683.103,,2019-05-06 11:42:53,2019-05-06 11:42:58,5.095s,PASSED
"setText(findTestObject(""Page_Login  Salesforce/input_Username_username""), ""eventsadmin@monash.edu.engageuat"")",Chrome 73.0.3683.103,,2019-05-06 11:42:58,2019-05-06 11:42:59,1.087s,PASSED
"setEncryptedText(findTestObject(""Page_Login  Salesforce/input_Password_pw""), ""VWz9qj7gPNou+AqqE2IZfg=="")",Chrome 73.0.3683.103,,2019-05-06 11:42:59,2019-05-06 11:42:59,0.468s,PASSED
"click(findTestObject(""Page_Login  Salesforce/input_Password_Login""))",Chrome 73.0.3683.103,,2019-05-06 11:42:59,2019-05-06 11:43:03,3.800s,PASSED
waitForPageLoad(6),Chrome 73.0.3683.103,,2019-05-06 11:43:03,2019-05-06 11:43:10,6.247s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-05-06 11:43:10,2019-05-06 11:43:11,1.431s,PASSED
"waitForElementClickable(findTestObject(""Page_Home  Salesforce/span_Campaigns""), 0)",Chrome 73.0.3683.103,,2019-05-06 11:43:11,2019-05-06 11:43:12,0.968s,PASSED
,,,,,,
Test Cases/Create event,Chrome 73.0.3683.103,,2019-05-06 11:43:12,2019-05-06 11:43:55,43.062s,PASSED
"navigateToUrl(""https://unicrm--engageuat.lightning.force.com/lightning/o/Campaign/list?filterName=Recent"", STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-05-06 11:43:25,2019-05-06 11:43:27,1.088s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/div_New (1)""))",Chrome 73.0.3683.103,,2019-05-06 11:43:27,2019-05-06 11:43:30,3.090s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 73.0.3683.103,,2019-05-06 11:43:30,2019-05-06 11:43:32,2.256s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 73.0.3683.103,,2019-05-06 11:43:32,2019-05-06 11:43:32,0.183s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Next (1)""))",Chrome 73.0.3683.103,,2019-05-06 11:43:32,2019-05-06 11:43:32,0.139s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__71009a (1)""), ""Automated Test Campaign"")",Chrome 73.0.3683.103,,2019-05-06 11:43:32,2019-05-06 11:43:34,1.790s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_Status""))",Chrome 73.0.3683.103,,2019-05-06 11:43:34,2019-05-06 11:43:34,0.286s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Planned""))",Chrome 73.0.3683.103,,2019-05-06 11:43:34,2019-05-06 11:43:35,0.246s,PASSED
