Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Event Management,Chrome 73.0.3683.103,,2019-05-06 12:27:35,2019-05-06 12:31:18,3m - 42.767s,FAILED
,,,,,,
Test Cases/Login to unicrm,Chrome 73.0.3683.103,,2019-05-06 12:27:42,2019-05-06 12:29:02,1m - 20.246s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,Open browser,2019-05-06 12:28:03,2019-05-06 12:28:42,39.426s,PASSED
"navigateToUrl(""https://unicrm--engageuat.my.salesforce.com/"")",Chrome 73.0.3683.103,,2019-05-06 12:28:42,2019-05-06 12:28:48,5.173s,PASSED
"setText(findTestObject(""Page_Login  Salesforce/input_Username_username""), ""eventsadmin@monash.edu.engageuat"")",Chrome 73.0.3683.103,,2019-05-06 12:28:48,2019-05-06 12:28:49,1.251s,PASSED
"setEncryptedText(findTestObject(""Page_Login  Salesforce/input_Password_pw""), ""VWz9qj7gPNou+AqqE2IZfg=="")",Chrome 73.0.3683.103,,2019-05-06 12:28:49,2019-05-06 12:28:49,0.513s,PASSED
"click(findTestObject(""Page_Login  Salesforce/input_Password_Login""))",Chrome 73.0.3683.103,,2019-05-06 12:28:49,2019-05-06 12:28:53,3.665s,PASSED
waitForPageLoad(6),Chrome 73.0.3683.103,,2019-05-06 12:28:53,2019-05-06 12:29:00,6.716s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-05-06 12:29:00,2019-05-06 12:29:01,1.508s,PASSED
"waitForElementClickable(findTestObject(""Page_Home  Salesforce/span_Campaigns""), 0)",Chrome 73.0.3683.103,,2019-05-06 12:29:01,2019-05-06 12:29:02,0.884s,PASSED
,,,,,,
Test Cases/Create event,Chrome 73.0.3683.103,,2019-05-06 12:29:02,2019-05-06 12:29:33,30.979s,PASSED
"navigateToUrl(""https://unicrm--engageuat.lightning.force.com/lightning/o/Campaign/list?filterName=Recent"", STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-05-06 12:29:20,2019-05-06 12:29:21,1.109s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/div_New (1)""))",Chrome 73.0.3683.103,,2019-05-06 12:29:21,2019-05-06 12:29:23,2.594s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 73.0.3683.103,,2019-05-06 12:29:23,2019-05-06 12:29:26,2.292s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 73.0.3683.103,,2019-05-06 12:29:26,2019-05-06 12:29:26,0.118s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Next (1)""))",Chrome 73.0.3683.103,,2019-05-06 12:29:26,2019-05-06 12:29:26,0.152s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__71009a (1)""), ""Automated Test Campaign"")",Chrome 73.0.3683.103,,2019-05-06 12:29:26,2019-05-06 12:29:27,1.454s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_Status""))",Chrome 73.0.3683.103,,2019-05-06 12:29:27,2019-05-06 12:29:28,0.159s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Planned""))",Chrome 73.0.3683.103,,2019-05-06 12:29:28,2019-05-06 12:29:28,0.159s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_group""))",Chrome 73.0.3683.103,,2019-05-06 12:29:28,2019-05-06 12:29:28,0.177s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/a_Alumni""))",Chrome 73.0.3683.103,,2019-05-06 12:29:28,2019-05-06 12:29:28,0.159s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/label_Event Location real (1)""), ""21 welington rd"")",Chrome 73.0.3683.103,,2019-05-06 12:29:28,2019-05-06 12:29:28,0.189s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Start_date""), ""27/06/2019"")",Chrome 73.0.3683.103,,2019-05-06 12:29:28,2019-05-06 12:29:29,0.214s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Start time (1)""), """")",Chrome 73.0.3683.103,,2019-05-06 12:29:29,2019-05-06 12:29:29,0.182s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/End_Date (1)""), ""30/06/2019"")",Chrome 73.0.3683.103,,2019-05-06 12:29:29,2019-05-06 12:29:29,0.211s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/Event_end_time (1)""), """")",Chrome 73.0.3683.103,,2019-05-06 12:29:29,2019-05-06 12:29:29,0.117s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/event_street (1)""), ""street"")",Chrome 73.0.3683.103,,2019-05-06 12:29:29,2019-05-06 12:29:29,0.174s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/event_city (1)""), ""city"")",Chrome 73.0.3683.103,,2019-05-06 12:29:29,2019-05-06 12:29:29,0.148s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/event_state (1)""), ""state"")",Chrome 73.0.3683.103,,2019-05-06 12:29:29,2019-05-06 12:29:30,0.176s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__4091117a""), ""3000"")",Chrome 73.0.3683.103,,2019-05-06 12:29:30,2019-05-06 12:29:30,0.425s,PASSED
"setText(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/input__4431117a""), ""Australia"")",Chrome 73.0.3683.103,,2019-05-06 12:29:30,2019-05-06 12:29:30,0.237s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/a_Corporate""))",Chrome 73.0.3683.103,,2019-05-06 12:29:30,2019-05-06 12:29:30,0.124s,PASSED
