Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Event Management,Chrome 73.0.3683.103,,2019-05-06 14:54:27,2019-05-06 14:57:32,3m - 5.135s,ERROR
,,,,,,
Test Cases/Login to unicrm,Chrome 73.0.3683.103,,2019-05-06 14:54:36,2019-05-06 14:55:44,1m - 7.069s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,Open browser,2019-05-06 14:54:53,2019-05-06 14:55:22,29.069s,PASSED
"navigateToUrl(""https://unicrm--engageuat.my.salesforce.com/"")",Chrome 73.0.3683.103,,2019-05-06 14:55:22,2019-05-06 14:55:28,5.361s,PASSED
"setText(findTestObject(""Page_Login  Salesforce/input_Username_username""), ""eventsadmin@monash.edu.engageuat"")",Chrome 73.0.3683.103,,2019-05-06 14:55:28,2019-05-06 14:55:29,0.974s,PASSED
"setEncryptedText(findTestObject(""Page_Login  Salesforce/input_Password_pw""), ""VWz9qj7gPNou+AqqE2IZfg=="")",Chrome 73.0.3683.103,,2019-05-06 14:55:29,2019-05-06 14:55:29,0.439s,PASSED
"click(findTestObject(""Page_Login  Salesforce/input_Password_Login""))",Chrome 73.0.3683.103,,2019-05-06 14:55:29,2019-05-06 14:55:33,3.992s,PASSED
waitForPageLoad(6),Chrome 73.0.3683.103,,2019-05-06 14:55:33,2019-05-06 14:55:41,8.305s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-05-06 14:55:41,2019-05-06 14:55:43,1.319s,PASSED
"waitForElementClickable(findTestObject(""Page_Home  Salesforce/span_Campaigns""), 0)",Chrome 73.0.3683.103,,2019-05-06 14:55:43,2019-05-06 14:55:44,0.845s,PASSED
,,,,,,
Test Cases/Create event,Chrome 73.0.3683.103,,2019-05-06 14:55:44,2019-05-06 14:56:08,24.447s,PASSED
"navigateToUrl(""https://unicrm--engageuat.lightning.force.com/lightning/o/Campaign/list?filterName=Recent"", STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-05-06 14:55:54,2019-05-06 14:55:55,0.937s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/div_New (1)""))",Chrome 73.0.3683.103,,2019-05-06 14:55:55,2019-05-06 14:55:57,2.487s,PASSED
"click(findTestObject(""Page_Recently Viewed  Campaigns  Salesforce/span_Guest List Containing Campaign Members_slds-radio--faux (1)""))",Chrome 73.0.3683.103,,2019-05-06 14:55:57,2019-05-06 14:55:59,1.888s,PASSED
